,Simulation Angle,Simulation Data
0,-10.9375,0.5264572273994211
1,-10.8125,0.5377247072507427
2,-10.6875,0.5281583907404286
3,-10.5625,0.5480894399486205
4,-10.4375,0.5414869691534515
5,-10.3125,0.5508229377010736
6,-10.1875,0.5586858429281496
7,-10.0625,0.5503331507585868
8,-9.9375,0.5616442671355621
9,-9.8125,0.5695268749151301
10,-9.6875,0.5683756640292528
11,-9.5625,0.5675508014625054
12,-9.4375,0.5759041547915477
13,-9.3125,0.5854092479340511
14,-9.1875,0.584585575454367
15,-9.0625,0.5882536882471808
16,-8.9375,0.5893401055040575
17,-8.8125,0.5868418482944456
18,-8.6875,0.5918760488040063
19,-8.5625,0.5964015532099639
20,-8.4375,0.5867449223147364
21,-8.3125,0.5936782373134966
22,-8.1875,0.5964749419121993
23,-8.0625,0.5923854060670892
24,-7.9375,0.5946377119502902
25,-7.8125,0.6021016735473765
26,-7.6875,0.5878253891362968
27,-7.5625,0.6007714206744238
28,-7.4375,0.5788600665929379
29,-7.3125,0.5884107797395336
30,-7.1875,0.5818889704008755
31,-7.0625,0.5764702395379802
32,-6.9375,0.5754442522575388
33,-6.8125,0.5723502903568085
34,-6.6875,0.5768628360369659
35,-6.5625,0.58319647938773
36,-6.4375,0.5722474139417829
37,-6.3125,0.572890060955953
38,-6.1875,0.5761515606688135
39,-6.0625,0.5669261379861804
40,-5.9375,0.5643588557268986
41,-5.8125,0.5698415868274191
42,-5.6875,0.5650016349729644
43,-5.5625,0.5662542677230122
44,-5.4375,0.556528082850531
45,-5.3125,0.553438881298054
46,-5.1875,0.5560218991529503
47,-5.0625,0.5598342769442125
48,-4.9375,0.5517058500701296
49,-4.8125,0.5618747473301502
50,-4.6875,0.5526617544457335
51,-4.5625,0.5630810989166259
52,-4.4375,0.5551580281769066
53,-4.3125,0.554015412364264
54,-4.1875,0.5435060179722502
55,-4.0625,0.5623183853409608
56,-3.9375,0.5573479206052334
57,-3.8125,0.5555638478654843
58,-3.6875,0.5695346765969892
59,-3.5625,0.5659691757554093
60,-3.4375,0.5591393983311542
61,-3.3125,0.5576129133246567
62,-3.1875,0.5687227066400942
63,-3.0625,0.548055496020938
64,-2.9375,0.5745118851594087
65,-2.8125,0.5685515588972051
66,-2.6875,0.5756092908868363
67,-2.5625,0.5764567518845963
68,-2.4375,0.5671482875713257
69,-2.3125,0.5955501517017052
70,-2.1875,0.5671935241029198
71,-2.0625,0.5952312215919364
72,-1.9375,0.5970234662628536
73,-1.8125,0.6028654317550193
74,-1.6875,0.590827767225913
75,-1.5625,0.6172660670410219
76,-1.4375,0.5974054392513212
77,-1.3125,0.6234949827302178
78,-1.1875,0.6042014102690654
79,-1.0625,0.6258305497490035
80,-0.9375,0.6396543273560132
81,-0.8125,0.6398169011827707
82,-0.6875,0.6510762257641434
83,-0.5625,0.6415165226998719
84,-0.4375,0.6625953183182678
85,-0.3125,0.6625900347284026
86,-0.1875,0.6957229679288031
87,-0.0625,0.6053671217046492
88,0.0625,0.6746365544308829
89,0.0625,0.6746365544308829
90,0.1875,0.6053671217046492
91,0.3125,0.6957229679288031
92,0.4375,0.6625900347284026
93,0.5625,0.6625953183182678
94,0.6875,0.6415165226998719
95,0.8125,0.6510762257641434
96,0.9375,0.6398169011827707
97,1.0625,0.6396543273560132
98,1.1875,0.6258305497490035
99,1.3125,0.6042014102690654
100,1.4375,0.6234949827302178
101,1.5625,0.5974054392513212
102,1.6875,0.6172660670410219
103,1.8125,0.590827767225913
104,1.9375,0.6028654317550193
105,2.0625,0.5970234662628536
106,2.1875,0.5952312215919364
107,2.3125,0.5671935241029198
108,2.4375,0.5955501517017052
109,2.5625,0.5671482875713257
110,2.6875,0.5764567518845963
111,2.8125,0.5756092908868363
112,2.9375,0.5685515588972051
113,3.0625,0.5745118851594087
114,3.1875,0.548055496020938
115,3.3125,0.5687227066400942
116,3.4375,0.5576129133246567
117,3.5625,0.5591393983311542
118,3.6875,0.5659691757554093
119,3.8125,0.5695346765969892
120,3.9375,0.5555638478654843
121,4.0625,0.5573479206052334
122,4.1875,0.5623183853409608
123,4.3125,0.5435060179722502
124,4.4375,0.554015412364264
125,4.5625,0.5551580281769066
126,4.6875,0.5630810989166259
127,4.8125,0.5526617544457335
128,4.9375,0.5618747473301502
129,5.0625,0.5517058500701296
130,5.1875,0.5598342769442125
131,5.3125,0.5560218991529503
132,5.4375,0.553438881298054
133,5.5625,0.556528082850531
134,5.6875,0.5662542677230122
135,5.8125,0.5650016349729644
136,5.9375,0.5698415868274191
137,6.0625,0.5643588557268986
138,6.1875,0.5669261379861804
139,6.3125,0.5761515606688135
140,6.4375,0.572890060955953
141,6.5625,0.5722474139417829
142,6.6875,0.58319647938773
143,6.8125,0.5768628360369659
144,6.9375,0.5723502903568085
145,7.0625,0.5754442522575388
146,7.1875,0.5764702395379802
147,7.3125,0.5818889704008755
148,7.4375,0.5884107797395336
149,7.5625,0.5788600665929379
150,7.6875,0.6007714206744238
151,7.8125,0.5878253891362968
152,7.9375,0.6021016735473765
153,8.0625,0.5946377119502902
154,8.1875,0.5923854060670892
155,8.3125,0.5964749419121993
156,8.4375,0.5936782373134966
157,8.5625,0.5867449223147364
158,8.6875,0.5964015532099639
159,8.8125,0.5918760488040063
160,8.9375,0.5868418482944456
161,9.0625,0.5893401055040575
162,9.1875,0.5882536882471808
163,9.3125,0.584585575454367
164,9.4375,0.5854092479340511
165,9.5625,0.5759041547915477
166,9.6875,0.5675508014625054
167,9.8125,0.5683756640292528
168,9.9375,0.5695268749151301
169,10.0625,0.5616442671355621
170,10.1875,0.5503331507585868
171,10.3125,0.5586858429281496
172,10.4375,0.5508229377010736
173,10.5625,0.5414869691534515
174,10.6875,0.5480894399486205
175,10.8125,0.5281583907404286
176,10.9375,0.5377247072507427
177,11.0625,0.5264572273994211
178,11.1875,0.5347447292442954
179,11.3125,0.5265881369763816
180,11.4375,0.5216774410576099
181,11.5625,0.5260030108369367
182,11.6875,0.5198038473243229
183,11.8125,0.5254530583818064
184,11.9375,0.5191356795542404
185,12.0625,0.522876784353602
186,12.1875,0.524979535962518
187,12.3125,0.5283737964988818
188,12.4375,0.5314551963694998
189,12.5625,0.5249804615857893
190,12.6875,0.5270221220587902
191,12.8125,0.532328059114466
192,12.9375,0.5299903314265009
193,13.0625,0.5365450665072428
194,13.1875,0.5409329175095476
195,13.3125,0.5369774648069003
196,13.4375,0.5365649012916307
197,13.5625,0.535712534490532
198,13.6875,0.5363305863720609
199,13.8125,0.5437657214158366
200,13.9375,0.5415081262567987
201,14.0625,0.5419320617151174
202,14.1875,0.543478117042211
203,14.3125,0.5311999888103747
204,14.4375,0.5423448896941788
205,14.5625,0.5406268006704935
206,14.6875,0.5436531920724088
207,14.8125,0.5435610264409528
208,14.9375,0.5384542306205321
209,15.0625,0.5382812713006689
210,15.1875,0.5418933177696129
211,15.3125,0.5385046109728776
212,15.4375,0.5392357211254177
213,15.5625,0.5357564354799774
214,15.6875,0.5315760563223705
215,15.8125,0.5347481672735893
216,15.9375,0.5337213866017724
217,16.0625,0.5284897638716036
218,16.1875,0.531716751059629
219,16.3125,0.5311201207452391
220,16.4375,0.5270568990474171
221,16.5625,0.5199360792202428
222,16.6875,0.5217595570649761
223,16.8125,0.5233344389453803
224,16.9375,0.5211285464576472
225,17.0625,0.5254788436015109
226,17.1875,0.5233165876394311
227,17.3125,0.5245356334879153
228,17.4375,0.5243789386912504
229,17.5625,0.5198982608980097
230,17.6875,0.5183384534537403
231,17.8125,0.5209272895120571
232,17.9375,0.5233723894995093
233,18.0625,0.5187961080455186
234,18.1875,0.516394776815616
235,18.3125,0.5140048175287624
236,18.4375,0.5130694090970261
237,18.5625,0.5080665475467984
238,18.6875,0.5018341938283088
239,18.8125,0.5080284647607736
240,18.9375,0.5037690109294065
241,19.0625,0.5047296756532635
242,19.1875,0.5069557996210725
243,19.3125,0.49908548940782504
244,19.4375,0.5022609061564417
245,19.5625,0.5000339887972574
246,19.6875,0.5051279581237739
247,19.8125,0.4990286296925795
248,19.9375,0.506004258898034
249,20.0625,0.49684402654008936
250,20.1875,0.5034312906672276
251,20.3125,0.5019877150594717
252,20.4375,0.49233888584610347
253,20.5625,0.500551808901679
254,20.6875,0.49782161694662397
255,20.8125,0.4908143843180447
256,20.9375,0.49339264182468795
257,21.0625,0.49119150968520786
258,21.1875,0.49351892328529134
259,21.3125,0.49006542285955523
260,21.4375,0.4907909792724669
261,21.5625,0.49315991368786916
262,21.6875,0.4899293562386538
263,21.8125,0.48620319364353126
264,21.9375,0.49736872270309895
265,22.0625,0.4911361045208175
266,22.1875,0.48852055761952484
267,22.3125,0.49006224929405323
268,22.4375,0.4874296444781869
269,22.5625,0.48388146601497234
270,22.6875,0.48748002483053227
271,22.8125,0.48498943707088393
272,22.9375,0.4814665148997899
273,23.0625,0.4799877656077194
274,23.1875,0.4769950933392637
275,23.3125,0.4820791452735861
276,23.4375,0.47358734514951584
277,23.5625,0.47551079030756443
278,23.6875,0.4751199128232257
279,23.8125,0.47060591259221324
280,23.9375,0.4708679962099262
281,24.0625,0.4719828433244256
282,24.1875,0.46577997731872606
283,24.3125,0.46622348309764094
284,24.4375,0.4642788808362451
285,24.5625,0.465765299578279
286,24.6875,0.4666503276576699
287,24.8125,0.45887469548190096
288,24.9375,0.46134862202266347
289,25.0625,0.45763713716798804
290,25.1875,0.4588937368749133
291,25.3125,0.4541205621278982
292,25.4375,0.45633875218195197
293,25.5625,0.45234706793982243
294,25.6875,0.44890110473215383
295,25.8125,0.44906123755811267
296,25.9375,0.44683445243082415
297,26.0625,0.44416019456774314
298,26.1875,0.44414710361004717
299,26.3125,0.43846060315791424
300,26.4375,0.43695672980561895
301,26.5625,0.4397998477997894
302,26.6875,0.4387769018529543
303,26.8125,0.43468366351475846
304,26.9375,0.43235148956642183
305,27.0625,0.43195902529933206
306,27.1875,0.42872053393636145
307,27.3125,0.43171386736429684
308,27.4375,0.42194907077820704
309,27.5625,0.4239904667874162
310,27.6875,0.42149617653468197
311,27.8125,0.42116414224402743
312,27.9375,0.4190512087791258
313,28.0625,0.41829378447929755
314,28.1875,0.41672921668677504
315,28.3125,0.412609796433187
316,28.4375,0.4164166204848207
317,28.5625,0.4138066273231567
318,28.6875,0.4097465791908368
319,28.8125,0.4138146934688078
320,28.9375,0.4072934130577336
321,29.0625,0.4148967470731191
322,29.1875,0.40819073870344497
323,29.3125,0.40997348912423504
324,29.4375,0.4058621350162982
325,29.5625,0.40393842539445773
326,29.6875,0.40605268117831855
327,29.8125,0.4048603461728102
328,29.9375,0.4006287932714823
329,30.0625,0.4012976222010445
330,30.1875,0.3999764933289103
331,30.3125,0.3963016367094045
332,30.4375,0.39635241375743774
333,30.5625,0.3924655894087726
334,30.6875,0.3883448468362255
335,30.8125,0.3881677883275889
336,30.9375,0.38714880933763135
337,31.0625,0.38052716491755406
338,31.1875,0.3808209841902877
339,31.3125,0.37957602089020337
340,31.4375,0.3813800606462364
341,31.5625,0.3756447666245092
342,31.6875,0.3761256940299693
343,31.8125,0.37341136990242463
344,31.9375,0.3727834931910289
345,32.0625,0.3696734386685651
346,32.1875,0.36607038396854386
347,32.3125,0.366307475757928
348,32.4375,0.3642332862385307
349,32.5625,0.36410541799517643
350,32.6875,0.3613255068472555
351,32.8125,0.3592665239958891
352,32.9375,0.3581483710839917
353,33.0625,0.3578212293734863
354,33.1875,0.3561545785573138
355,33.3125,0.3534470908187881
356,33.4375,0.3509393525822389
357,33.5625,0.35485262331008793
358,33.6875,0.3508627903145013
359,33.8125,0.34948400833574617
360,33.9375,0.349536901094114
361,34.0625,0.34971316621137505
362,34.1875,0.34459975879615834
363,34.3125,0.3454148362026077
364,34.4375,0.3419431803375619
365,34.5625,0.34210969996409357
366,34.6875,0.3339898813864351
367,34.8125,0.3380099822629977
368,34.9375,0.3345872125298734
369,35.0625,0.33658515713808324
370,35.1875,0.33056754801856736
371,35.3125,0.3320244261550528
372,35.4375,0.32933087565835706
373,35.5625,0.3262395451723556
374,35.6875,0.32179361792136263
375,35.8125,0.31895626523785425
376,35.9375,0.3176768819752619
377,36.0625,0.3163137826993627
378,36.1875,0.318225379879537
379,36.3125,0.3161323605381608
380,36.4375,0.31252268102015396
381,36.5625,0.3070720954935315
382,36.6875,0.3082248534925911
383,36.8125,0.3092440704999614
384,36.9375,0.30289498246375385
385,37.0625,0.30152380381901395
386,37.1875,0.3000420925324749
387,37.3125,0.30217778310666427
388,37.4375,0.2987222595329207
389,37.5625,0.29590414659026854
390,37.6875,0.2967104305756392
391,37.8125,0.2955313055365333
392,37.9375,0.2929362942486769
393,38.0625,0.2901441913199523
394,38.1875,0.29067167757596574
395,38.3125,0.2878124934064409
396,38.4375,0.2861608244640762
397,38.5625,0.28630684814674034
398,38.6875,0.28269769755631713
399,38.8125,0.28061201708516453
400,38.9375,0.2774955493157487
401,39.0625,0.279299033697819
402,39.1875,0.2769477919100908
403,39.3125,0.27377659335895377
404,39.4375,0.27291795876598846
405,39.5625,0.26932696361487507
406,39.6875,0.269804558776558
407,39.8125,0.26452144494611796
408,39.9375,0.26662657672916035
409,40.0625,0.2625181317229337
410,40.1875,0.26154691489378235
411,40.3125,0.2588537082000161
412,40.4375,0.25854494672304346
413,40.5625,0.25481863867283533
414,40.6875,0.256182240429939
415,40.8125,0.25636126919382474
416,40.9375,0.2530762322034904
417,41.0625,0.24960655981688334
418,41.1875,0.2479171386682335
419,41.3125,0.24498500216172978
420,41.4375,0.24359988627515997
421,41.5625,0.2442477300028396
422,41.6875,0.23963844346762742
423,41.8125,0.24045629774389107
424,41.9375,0.23764540466275613
425,42.0625,0.23886939598414775
426,42.1875,0.23476646504798102
427,42.3125,0.23338146817011757
428,42.4375,0.23134324572641055
429,42.5625,0.2331386904092089
430,42.6875,0.23158634084386942
431,42.8125,0.2285341509990602
432,42.9375,0.22568598174646556
433,43.0625,0.2256468675516525
434,43.1875,0.22263797042956743
435,43.3125,0.22065820770704653
436,43.4375,0.22120814693898713
437,43.5625,0.21670050706216845
438,43.6875,0.21596525805128586
439,43.8125,0.2134735727669013
440,43.9375,0.21376425814370162
441,44.0625,0.21043562429728258
442,44.1875,0.2091845386604171
443,44.3125,0.2097299687847069
444,44.4375,0.2090179529179374
445,44.5625,0.2085715380373123
446,44.6875,0.20681317117812986
447,44.8125,0.2017451457495929
448,44.9375,0.2028246605015025
449,45.0625,0.20216996716161423
450,45.1875,0.20111699135121566
451,45.3125,0.1982208351435918
452,45.4375,0.1965016882647391
453,45.5625,0.19553516963484976
454,45.6875,0.19275897023624738
455,45.8125,0.19123676954317756
456,45.9375,0.1893084582513591
457,46.0625,0.18810525378400614
458,46.1875,0.18496690163581558
459,46.3125,0.1849264122292849
460,46.4375,0.18299126454844736
461,46.5625,0.1815621418869155
462,46.6875,0.18255052241615727
463,46.8125,0.180434917866958
464,46.9375,0.17938930208388637
465,47.0625,0.17620056561639355
466,47.1875,0.17629012495718102
467,47.3125,0.17556315101834508
468,47.4375,0.17505523508292772
469,47.5625,0.1720456437433891
470,47.6875,0.17172813512650137
471,47.8125,0.17016405262503695
472,47.9375,0.1687803688099
473,48.0625,0.1667037364384576
474,48.1875,0.16412498359113223
475,48.3125,0.16631667569556263
476,48.4375,0.16132857651419535
477,48.5625,0.16206474585907352
478,48.6875,0.16323063977467375
479,48.8125,0.15920960005165016
480,48.9375,0.160868560260756
481,49.0625,0.1558093018069184
482,49.1875,0.15655508969990578
483,49.3125,0.15379612540661758
484,49.4375,0.1535266870508536
485,49.5625,0.15116965350608408
486,49.6875,0.1507246944986331
487,49.8125,0.14696085242476817
488,49.9375,0.1461128823342088
489,50.0625,0.14636600591865423
490,50.1875,0.14148146811353338
491,50.3125,0.14099016447120044
492,50.4375,0.1404144122508573
493,50.5625,0.14014726282921164
494,50.6875,0.13947126560857173
495,50.8125,0.13488459945486694
496,50.9375,0.13565456647895083
497,51.0625,0.13127163979244988
498,51.1875,0.13236765629157893
499,51.3125,0.12968594927687319
500,51.4375,0.1281507766348137
501,51.5625,0.12722087301690455
502,51.6875,0.12576427481534275
503,51.8125,0.12572783871311774
504,51.9375,0.12271430950771862
505,52.0625,0.12124835933754981
506,52.1875,0.12091917821451358
507,52.3125,0.11792028033616604
508,52.4375,0.11802582558754696
509,52.5625,0.11643349015473649
510,52.6875,0.11595800409179347
511,52.8125,0.11422468327601717
512,52.9375,0.11492624740150127
513,53.0625,0.11533171813010566
514,53.1875,0.11149958846385417
515,53.3125,0.11056239794285655
516,53.4375,0.11067932267450463
517,53.5625,0.10973493305239745
518,53.6875,0.10668881926320575
519,53.8125,0.10564247514685136
520,53.9375,0.10551289159134308
521,54.0625,0.10243163400224521
522,54.1875,0.10048199172213641
523,54.3125,0.1000304315662092
524,54.4375,0.0984463066762802
525,54.5625,0.0986162952743695
526,54.6875,0.09707021879017244
527,54.8125,0.09618921135380891
528,54.9375,0.09539318181973495
529,55.0625,0.09336074465370632
530,55.1875,0.09296208796693059
531,55.3125,0.09146623315680386
532,55.4375,0.08888807614640151
533,55.5625,0.08974213287113006
534,55.6875,0.08756176246162826
535,55.8125,0.0864522231354311
536,55.9375,0.08331156354065676
537,56.0625,0.08461322695208832
538,56.1875,0.08089946334515043
539,56.3125,0.08049921326402885
540,56.4375,0.07911653626254743
541,56.5625,0.07880027260895982
542,56.6875,0.0766807818965714
543,56.8125,0.07616589152203566
544,56.9375,0.07420658217793502
545,57.0625,0.07481238077760534
546,57.1875,0.0739178757704658
547,57.3125,0.0725257703703415
548,57.4375,0.0732250589171287
549,57.5625,0.07187220338174267
550,57.6875,0.07062173130087422
551,57.8125,0.06949390522909461
552,57.9375,0.06913882067103909
553,58.0625,0.06767638535689573
554,58.1875,0.06644350567192425
555,58.3125,0.06661595246095871
556,58.4375,0.06574763783205259
557,58.5625,0.0632618798424026
558,58.6875,0.06286074116294045
559,58.8125,0.06295528181147914
560,58.9375,0.06375801272580643
561,59.0625,0.060436556294466016
562,59.1875,0.06126884883921323
563,59.3125,0.06025204625403059
564,59.4375,0.0603425645405273
565,59.5625,0.05898700327608696
566,59.6875,0.05925919807183735
567,59.8125,0.05976039113931829
568,59.9375,0.05812261686011295
569,60.0625,0.05660057510978206
570,60.1875,0.056110962713397924
571,60.3125,0.05562327019191066
572,60.4375,0.05435288676438651
573,60.5625,0.05443548621156416
574,60.6875,0.05315689991060852
575,60.8125,0.05173765966593417
576,60.9375,0.051195089003500886
577,61.0625,0.050346315405825966
578,61.1875,0.048771556474638586
579,61.3125,0.04847355729878213
580,61.4375,0.048785507415692944
581,61.5625,0.04740798759038429
582,61.6875,0.046503661059175305
583,61.8125,0.04603611869514776
584,61.9375,0.04561193397970524
585,62.0625,0.04435809955908009
586,62.1875,0.04348160395434447
587,62.3125,0.042843588282989946
588,62.4375,0.04144228953964097
589,62.5625,0.040715564064537475
590,62.6875,0.04054792403715161
591,62.8125,0.039576529885027814
592,62.9375,0.03869819300403427
593,63.0625,0.03858176308414073
594,63.1875,0.03688290639632559
595,63.3125,0.036003617313449525
596,63.4375,0.03572436538075302
597,63.5625,0.035300460388663135
598,63.6875,0.03501596353070775
599,63.8125,0.033265890494054796
600,63.9375,0.03311961282036494
601,64.0625,0.0321764602276441
602,64.1875,0.03231624491854861
603,64.3125,0.032712861822544265
604,64.4375,0.031326245368419596
605,64.5625,0.0307174714122476
606,64.6875,0.030306819963581387
607,64.8125,0.029341973934943533
608,64.9375,0.028971937123024982
609,65.0625,0.028760253956905648
610,65.1875,0.029473500968742083
611,65.3125,0.028022459878722306
612,65.4375,0.028620429808003396
613,65.5625,0.02842158169119194
614,65.6875,0.02773252095097439
615,65.8125,0.02679470571360769
616,65.9375,0.027134715359493543
617,66.0625,0.026553715516360838
618,66.1875,0.026654229873029588
619,66.3125,0.02559423272085916
620,66.4375,0.025683524887100944
621,66.5625,0.02574995243952355
622,66.6875,0.02508170279012879
623,66.8125,0.025401875457899535
624,66.9375,0.024889585013678182
625,67.0625,0.02479094189701497
626,67.1875,0.024619253986831204
627,67.3125,0.02436173657450178
628,67.4375,0.024345979451534674
629,67.5625,0.023734088320152624
630,67.6875,0.023632199479041736
631,67.8125,0.022971196342502817
632,67.9375,0.022624782846063375
633,68.0625,0.02157408909372461
634,68.1875,0.02240972859965903
635,68.3125,0.02125088795983351
636,68.4375,0.02137021345411434
637,68.5625,0.020516006291670205
638,68.6875,0.020232776622684193
639,68.8125,0.02006612375929413
640,68.9375,0.019565688195452152
641,69.0625,0.01932413416140109
642,69.1875,0.018689800037600006
643,69.3125,0.01803272111530064
644,69.4375,0.01799307282263677
645,69.5625,0.01751704212296083
646,69.6875,0.01757001901651714
647,69.8125,0.017320758683440303
648,69.9375,0.01749823216485726
649,70.0625,0.01763809003024834
650,70.1875,0.016883268543389736
651,70.3125,0.016701645297143717
652,70.4375,0.01656535882749214
653,70.5625,0.016491013163025908
654,70.6875,0.016208404272410888
655,70.8125,0.015758292954920896
656,70.9375,0.015324017835071771
657,71.0625,0.015085042812249165
658,71.1875,0.015055248440469234
659,71.3125,0.014842714970366376
660,71.4375,0.015014085365321653
661,71.5625,0.014405697255210357
662,71.6875,0.0140484455486126
663,71.8125,0.014560096564344127
664,71.9375,0.01368566137849826
665,72.0625,0.013267763522761726
666,72.1875,0.013009295098636853
667,72.3125,0.012493312753104608
668,72.4375,0.012741016297591364
669,72.5625,0.012057180682228618
670,72.6875,0.011338448299943018
671,72.8125,0.011109043679596307
672,72.9375,0.010446092850536581
673,73.0625,0.010301785184954513
674,73.1875,0.0100859322313202
675,73.3125,0.009369970657338805
676,73.4375,0.009112645761426653
677,73.5625,0.009088025081583288
678,73.6875,0.008323334044030649
679,73.8125,0.008303482955449918
680,73.9375,0.00804561483768614
681,74.0625,0.0075783092084218615
682,74.1875,0.007218488288979139
683,74.3125,0.007327023144848522
684,74.4375,0.006890123707156449
685,74.5625,0.006920357066351411
686,74.6875,0.006465197157554626
687,74.8125,0.006416883117674559
688,74.9375,0.005931163749959647
689,75.0625,0.005748539426277738
690,75.1875,0.006038306836033457
691,75.3125,0.005812741740686243
692,75.4375,0.0059978208794329935
693,75.5625,0.005432922161866944
694,75.6875,0.00527014968313221
695,75.8125,0.005536823757558385
696,75.9375,0.005513647102911222
697,76.0625,0.00525490505132412
698,76.1875,0.0058211156692982895
699,76.3125,0.0052721450624416384
700,76.4375,0.005185411861072887
701,76.5625,0.005287026783811376
702,76.6875,0.005193681538058191
703,76.8125,0.00491399722028523
704,76.9375,0.005095938986722142
705,77.0625,0.004787638000715475
706,77.1875,0.004697698499838815
707,77.3125,0.004621539671615732
708,77.4375,0.004681674638691259
709,77.5625,0.004647385784108152
710,77.6875,0.004192092734982325
711,77.8125,0.004283144048119242
712,77.9375,0.004003850528623715
713,78.0625,0.0038982494621595336
714,78.1875,0.00378142666808002
715,78.3125,0.003787111052821818
716,78.4375,0.003577940707933109
717,78.5625,0.0034330292092330465
718,78.6875,0.00362042222235606
719,78.8125,0.003355882291390892
720,78.9375,0.0035757024626640963
721,79.0625,0.003158554933944841
722,79.1875,0.0032391036230950475
723,79.3125,0.0032351041503942473
724,79.4375,0.0027821082059956382
725,79.5625,0.0028027705121337746
726,79.6875,0.0027878542782392023
727,79.8125,0.0026301008726851358
728,79.9375,0.002719563155261017
729,80.0625,0.002295973747813925
730,80.1875,0.0023247885986016417
731,80.3125,0.002383423460933908
732,80.4375,0.002275584911782059
733,80.5625,0.002486232318683847
734,80.6875,0.0025149207861924
735,80.8125,0.0021108311099884325
736,80.9375,0.0024443905765536484
737,81.0625,0.0020256988666299603
738,81.1875,0.002124047555753715
739,81.3125,0.0020866370366876834
740,81.4375,0.002078261825426246
741,81.5625,0.0020239463973133354
742,81.6875,0.002115408978225174
743,81.8125,0.0021926973313032036
744,81.9375,0.0019075865867710052
745,82.0625,0.002071400999952829
746,82.1875,0.0018521364635360183
747,82.3125,0.0019984745936486932
748,82.4375,0.002017302299917331
749,82.5625,0.0019167833151322242
750,82.6875,0.001958150873683654
751,82.8125,0.001976497652546831
752,82.9375,0.0020939965350869933
753,83.0625,0.0016722747709378724
754,83.1875,0.0017648109293894939
755,83.3125,0.0019020799349205133
756,83.4375,0.0017576292696670067
757,83.5625,0.0019036304729088786
758,83.6875,0.0017161464049023343
759,83.8125,0.0015619773696813957
760,83.9375,0.0015833250191905756
761,84.0625,0.001594376167660173
762,84.1875,0.0014517819192166733
763,84.3125,0.0015626272894498413
764,84.4375,0.001265975715291076
765,84.5625,0.0014171603030674852
766,84.6875,0.0013349437994604225
767,84.8125,0.0013886515030028755
768,84.9375,0.0013105121054427058
769,85.0625,0.0011714866636381846
770,85.1875,0.001257256238288611
771,85.3125,0.0011442029920892712
772,85.4375,0.0010247538213161889
773,85.5625,0.0008872750959982408
774,85.6875,0.0008617290837936087
775,85.8125,0.0008422597883659683
776,85.9375,0.0008162474207108066
777,86.0625,0.0007483164313011587
778,86.1875,0.000663590430773331
779,86.3125,0.0005985155445300329
780,86.4375,0.0005064871697819329
781,86.5625,0.0005114725767218992
782,86.6875,0.00043899479357105084
783,86.8125,0.0004589268477416517
784,86.9375,0.0004206099358888055
785,87.0625,0.0003935230478804428
786,87.1875,0.00021008872714152674
787,87.3125,0.00020279136451010994
788,87.4375,0.0001701703772766188
789,87.5625,0.00015828832324263082
790,87.6875,0.00017076440262265904
791,87.8125,0.00019002490388664187
792,87.9375,0.00017036215319527119
793,88.0625,0.00013170150056202474
794,88.1875,7.85452172487469e-05
795,88.3125,9.166539819380026e-05
796,88.4375,5.898084708794052e-05
797,88.5625,4.6040501521338015e-05
798,88.6875,6.540982963566276e-05
799,88.8125,2.6101253935599148e-05
800,88.9375,2.6411998891010554e-05
801,89.0625,0.0
802,89.1875,0.0
803,89.3125,6.438371012332552e-06
804,89.4375,0.0
805,89.5625,6.606569983942472e-06
806,89.6875,6.6753305698207416e-06
807,89.8125,0.0
808,89.9375,0.0
809,90.0,0.0
